1.267,1.095	94.545,0.016	0.019,104.164	1.452,104.164
93.313,0.177	0.022,97.860
0.688,1.995	66.326,0.046	0.011,82.741	1.083,82.741
99.300,0.027
36.964,0.498	0.004,116.470
3.909,0.064	74.876,0.064	3.909,4.511	74.876,4.511	0.082,225.955
2.691,109.287	20.970,15.208
85.018,0.056	0.071,5.255	0.071,151.154
31.902,0.137	0.173,100.739
68.723,0.351
215.891,0.031	0.037,247.441
488.525,0.028	0.086,0.733	0.086,73.198	6.471,2.775
44.634,0.043	0.010,131.318	0.733,131.318
1.839,0.126	165.650,0.002
317.342,1.994	0.109,86.229
1.608,0.664	159.450,0.008	0.064,19.732
16.079,1.457	0.035,143.583
134.205,0.073	0.040,72.655
0.420,1.788	11.425,0.024	0.023,171.107
159.450,0.008	0.223,19.732
68.473,0.020	0.042,75.561
0.828,0.421	72.458,0.017	0.021,10.288
108.034,0.102	0.081,88.634
410.615,0.079	0.324,7.513	0.324,111.330
127.876,0.044	0.026,3.115	0.026,220.719
29.250,0.028	0.021,2.217	0.021,69.045
1.489,0.103	110.830,0.103	0.025,70.220
47.952,0.325	0.011,4.642	0.011,166.900
151.497,0.025	0.268,45.367
0.005,231.105
147.591,0.165	147.591,9.087	0.055,216.234
162.466,0.031	162.466,1.165	0.035,108.085
55.857,0.020	0.162,91.287	5.064,91.287
101.533,0.260	1.190,98.526	89.972,18.894
2.583,0.018	83.558,0.018	2.583,1.698	83.558,1.698	0.069,162.462
2.359,0.184	46.906,0.184	0.043,2.803	0.043,132.321
1.837,0.862	74.229,0.014	0.019,48.086
4.216,0.566	32.093,0.029	1.231,46.734	9.371,46.734
0.418,0.516	39.580,0.010	0.018,50.612
20.577,0.044	0.018,4.067	0.018,119.309
98.996,0.027	0.215,44.963
1.426,1.696	72.901,0.017	0.016,69.092
22.907,0.062	0.438,139.915
0.500,1.395	43.791,0.015	0.009,138.912
0.496,0.703	21.271,0.027	0.008,44.302
0.620,0.210	29.338,0.008	0.009,16.232
0.656,2.462	25.894,0.072	0.011,43.594
4.081,0.002	109.189,0.002
2.291,0.740	131.268,0.092	0.031,46.110
0.042,122.358
721.538,0.043	0.287,67.913
665.800,0.053	665.800,5.016	0.318,464.933
2.082,0.003	88.110,0.003	0.036,10.158
55.569,0.028	0.007,1.141	0.007,103.169
527.465,0.008	1.782,20.382
2.602,0.004	129.793,0.004	0.034,22.119
53.875,0.114	0.017,319.187
360.729,0.024	0.048,113.572	3.608,113.572
3.304,0.011	131.860,0.011	0.596,22.155
114.088,0.041	114.088,1.978	0.195,166.939
14.478,0.033	0.002,50.408
3.778,0.011	332.363,0.011	0.114,82.402
0.962,2.860	28.156,0.060	0.011,72.462
116.988,0.497	0.060,91.139	1.515,91.139
5.324,0.156	147.426,0.156	0.090,309.542
1.394,0.998	33.800,0.028	0.024,58.194
3.360,0.038	210.274,0.001
1.392,0.754	130.677,0.012	0.028,58.764
0.022,662.560
308.651,0.022
0.529,1.371	50.249,0.080	0.014,63.862
2.400,1.341	78.105,0.170	0.047,84.618
336.895,1.042	55.961,54.347
20.842,0.514	0.059,101.494
294.806,0.006
2.835,0.393	266.753,0.009	0.045,23.564
0.326,1.362	20.534,0.044	0.004,69.286
0.841,0.702	43.220,0.013	43.220,1.201	0.009,63.345
2.754,0.239	238.578,0.004	0.359,19.765
2.795,0.324	36.044,0.022	0.044,12.278
0.848,2.336	81.069,0.049	0.019,50.442
79.116,1.288	0.028,299.359	2.199,299.359
240.844,0.010	0.267,62.871
0.542,1.335	45.080,0.174	45.080,9.580	0.014,73.443
2.981,0.016	77.577,0.016	0.051,29.444
3.411,0.087	158.333,0.087	0.063,8.336	0.063,178.225
0.479,1.326	43.553,0.016	0.006,129.512
86.031,0.034	0.013,224.611
80.451,0.191	0.022,5.150	1.608,5.150	0.022,342.876	1.608,342.876
178.572,0.354	8.224,23.104
9.636,0.064	188.648,0.064
2.215,1.045	117.525,0.016	0.035,71.857
0.094,70.213	6.882,48.247
1.314,2.639	66.241,0.029	0.026,109.061
133.626,0.026	0.075,82.703	3.416,82.703
197.063,0.055	197.063,2.151	2.701,111.484
83.894,0.029	0.028,22.259
77.485,0.182	0.041,242.962
0.807,1.453	40.433,0.120	0.030,137.636
0.781,1.150	41.341,0.012	0.026,89.347
92.082,0.114	0.043,8.118	0.043,233.576
86.883,0.016	0.208,60.584
136.902,0.008	0.363,65.936
42.068,0.036	0.008,2.792	0.008,61.791
4.110,0.172	250.004,0.172	0.112,3.024	0.112,52.664
1.360,1.100	82.625,0.061	0.075,76.998
124.015,0.184	0.037,121.596	2.874,121.596
68.480,0.924	0.084,849.956
2.764,0.310	209.936,0.004	0.051,27.685
0.374,0.267	30.804,0.003	0.008,21.545
0.985,5.524	9.547,0.205	0.013,276.600
3.373,1.045	145.506,0.033	0.082,21.738
1.127,4.676	88.851,0.369	88.851,5.008	0.023,63.511
83.201,0.634	0.031,69.118
106.180,0.519	0.030,99.222
102.630,0.091	0.037,46.923
3.729,0.853	80.120,0.853	0.050,108.552
102.630,0.032	0.013,46.923
2.072,0.501	97.457,0.007	0.247,38.721
1.068,0.446	96.117,0.005	0.013,43.060
1.391,0.905	59.346,0.022	0.016,87.084
800.031,0.045	0.177,48.509
0.637,1.412	44.134,0.017	0.042,79.874
84.029,0.016	0.039,67.477	2.191,67.477
33.271,0.512	12.457,25.768
320.921,0.019	0.211,27.376
1.358,1.135	116.735,0.034	0.028,67.709
0.566,0.749	29.608,0.019	0.011,16.646
4.834,0.019	121.476,0.019	0.176,55.550
685.479,0.024	0.146,64.126
75.071,0.009	0.046,71.782	2.016,71.782
77.121,0.008	0.059,25.914
84.690,0.255	84.690,6.199	0.182,162.447	3.902,162.447
57.756,0.006	0.329,23.944
0.053,1.480	0.053,67.754
0.577,0.493	47.375,0.026	0.006,30.030
243.603,0.057
0.258,0.849	18.440,0.009	0.003,69.117
57.295,0.087	0.034,5.760	0.034,190.676
89.427,0.096	0.033,254.841
1.176,0.128	75.669,0.001	0.018,10.843
3.892,0.304	278.510,0.010	0.074,18.396
2.823,0.753	58.952,0.011	0.045,42.771
0.462,0.242	45.014,0.019	0.013,22.598
93.899,0.044	0.104,62.780	1.150,62.780
2.088,0.141	207.662,0.003
277.966,0.100	0.263,237.454
101.592,0.183	0.048,727.654
1.914,1.478	127.906,0.018	0.020,28.639
96.248,0.163	0.152,94.783
46.270,0.523	0.006,700.432
272.363,0.041	272.363,1.776	0.217,148.675
0.428,0.369	17.488,0.004	0.004,33.014
97.915,0.034	97.915,2.334	0.221,85.193
1.642,3.186	116.015,0.035	0.046,141.673	3.237,141.673
88.006,0.050	0.044,3.813	0.044,268.256
123.591,0.304	0.034,83.705
171.361,0.572	0.141,306.278	6.441,306.278
36.356,0.024	0.005,2.223	0.005,53.029
54.666,0.225	0.014,373.069
4.864,0.724	191.545,0.724	0.074,3.396	0.074,40.208
105.412,1.002	0.019,117.343
267.358,0.006	0.210,0.444	0.210,15.433
0.090,1.779	5.760,0.083	0.001,42.034
148.510,0.103	148.510,0.981	0.375,79.368
31.724,0.133	0.004,433.521
1.818,0.355	91.660,0.007	0.410,31.888
104.332,0.134	0.184,150.342
592.347,0.055	0.253,2.217	0.253,161.703
110.158,0.040	0.216,79.368
4.583,0.358	382.206,0.358	0.060,234.267	4.963,12.671
315.143,0.114	0.126,287.494	7.984,287.494
224.203,0.021	1.211,136.679
0.997,3.155	80.275,0.034	0.014,76.837	1.144,76.837
0.297,1.219	12.385,0.063	12.385,2.941	0.005,56.875
30.868,0.060	0.006,137.787
42.360,0.143	42.360,1.108	0.318,97.104
274.144,0.038	1.385,209.770
541.526,0.083	0.827,101.247
0.228,1.697	4.835,0.065	0.003,99.435
215.692,0.728	0.230,293.682
219.742,0.015	0.121,134.966
3.889,0.005	203.836,0.005	0.052,18.592
88.016,0.588	0.152,18.830
1.185,2.450	100.459,0.037	0.022,193.548
690.162,0.036	0.265,310.703
0.881,1.435	13.446,0.015	0.009,108.210
35.315,0.349	0.006,112.344
95.050,0.014	0.049,46.480	2.511,46.480
114.137,0.122	0.107,100.551	2.812,3.805
3.189,0.032	139.104,0.032	0.181,105.252
119.998,0.149	0.424,351.115
150.750,0.319	0.602,3.512	0.602,50.726
198.754,0.437	0.049,329.279	4.540,15.447
0.006,270.899
95.824,0.058	0.056,100.222
1.499,1.373	11.396,0.020	0.026,107.004
19.738,0.075	0.005,88.180
108.876,3.210	0.053,249.719
10.422,0.077	0.002,319.860
29.613,0.347	0.015,50.502
0.950,1.521	74.550,0.016	0.049,33.413	3.846,33.413
63.839,0.208	0.240,49.063
36.524,0.102	0.008,407.846
373.637,0.001
373.637,0.013
56.524,0.055	0.015,1.612	0.015,33.919
545.569,0.023
402.480,0.130	0.360,191.384
44.436,0.172	0.124,149.670
37.830,0.055	37.830,3.426	0.006,253.730
202.841,0.382	0.361,135.130	8.348,10.969
44.170,0.078	0.042,3.800	0.042,35.515
44.436,0.034	0.124,1.541	0.124,149.670
144.044,1.440	0.125,62.108
125.951,1.236	0.196,60.099	1.395,60.099
0.531,0.022	23.099,0.022	0.007,58.376
1.100,0.694	69.657,0.388	0.013,26.500
50.084,0.041	0.010,135.667
1.401,0.721	119.558,0.012	0.015,5.841
1.724,0.539	134.344,0.007	0.026,53.015
1.523,1.118	133.273,0.012	0.026,90.813
0.133,0.598	6.535,0.012	0.004,59.343
0.014,3.189	0.014,265.858
95.032,0.491	0.027,362.009
2.481,0.578	158.610,0.015	0.032,37.020
0.479,1.139	38.917,0.014	0.010,59.311
357.457,0.052	0.531,238.943
114.033,0.009	0.067,56.721	2.274,56.721
542.774,0.006	0.759,42.333
1.520,2.053	138.759,0.040	0.020,46.956
91.660,0.003
5.758,0.022	64.630,0.022	5.758,1.502	64.630,1.502	0.084,105.385
12.130,0.431	12.130,2.581	0.068,138.558
6.639,0.002	317.485,0.002
10.702,0.430	0.164,88.518	10.702,3.799
2.139,3.481	175.886,0.062	0.072,105.242
488.822,0.010	0.386,34.053
0.434,0.531	43.082,0.009	0.007,49.189
1.470,0.020	37.877,0.020	0.077,53.249
1.348,1.387	94.343,0.028	0.016,68.471
5.130,0.301	121.320,0.003	0.111,28.652
196.301,0.025	0.030,78.880	2.386,78.880
1.586,1.555	138.786,0.019	0.173,40.971
83.259,0.104	0.064,197.912
3.060,0.753	164.089,0.013	0.059,70.972
0.817,0.647	30.071,0.020	0.011,15.327
9.817,0.020	275.944,0.020	0.121,115.705
1.760,1.647	147.887,0.056	147.887,4.293	0.024,127.140
1.507,5.763	130.901,0.278	0.022,91.443
371.936,0.004	0.197,32.763
105.232,0.586	0.025,100.857
1.097,0.046	86.203,0.046	0.069,20.848
0.107,4.739	0.004,114.234
2.189,0.020	152.200,0.020	0.031,149.345
170.179,0.049	0.090,3.903	0.090,212.092
0.266,1.841	16.645,0.032	0.004,167.217
167.248,0.015	7.337,31.892
2.171,1.865	83.304,0.027	0.053,91.245
152.631,0.858	0.035,85.878
80.685,0.259	0.016,180.845
7.968,0.476	454.281,0.008	0.143,13.048
15.422,0.172	0.048,54.624
1.247,1.302	64.582,0.019	0.022,110.645
93.253,0.065	0.275,209.599
291.231,0.170	0.059,2.767	0.059,33.492
0.072,1.074	0.005,71.605
0.020,0.313	0.000,21.395
6.601,0.032	143.254,0.032	0.081,134.674
155.361,0.210	155.361,1.896	0.073,106.289
143.928,0.421	0.047,128.124	4.454,128.124
0.001,1.256	0.001,81.407
1.631,0.055	74.209,0.055	0.065,110.942
100.664,0.007
190.054,0.176	2.572,137.247
97.971,0.061	0.074,5.629	0.074,131.972
0.147,0.910	11.491,0.022	0.014,87.784	1.076,87.784
46.790,0.096	0.009,5.578	0.009,183.112
151.731,2.440	0.023,185.773	1.710,185.773
156.203,0.014	0.449,1.015	0.449,43.829
1.901,1.687	106.004,0.045	0.039,54.386
88.962,0.254	0.075,260.632
1.224,2.653	89.186,0.057	0.236,41.182
41.990,0.101	0.007,168.252
2.282,0.459	82.853,0.459	0.063,332.451
0.112,2.921	0.001,97.112
33.164,1.074	0.070,334.858
0.002,465.436
4.616,0.080	175.009,0.080	0.054,4.967	0.054,440.827
123.711,0.042	0.048,1.981	0.048,130.033
0.956,0.008	94.823,0.008	0.016,40.349
5.960,0.002	126.052,0.002	0.116,10.686
3.890,0.143	205.595,0.143	0.046,6.035	0.046,105.662
0.456,1.536	22.514,0.017	0.005,45.744
780.941,0.018	0.298,95.367
1.211,0.067	18.519,0.003	0.015,4.526
1.603,0.010	137.136,0.010	0.969,62.824
58.450,0.120	0.007,2.289	0.618,2.289	0.007,158.349	0.618,158.349
826.547,0.011	1.701,70.306
2.541,1.317	168.233,0.020	0.091,79.023
104.376,0.123	0.103,93.733
0.664,0.017	49.624,0.017	0.015,31.787
210.618,0.197	0.278,529.831
120.563,0.307	0.035,683.582
0.042,145.302
119.745,0.039	119.745,1.952	0.161,135.755
60.455,0.090	0.040,97.711
463.429,0.003	0.194,4.936
13.576,0.225	0.021,582.478
0.063,3.050
0.877,2.032	37.021,0.024	0.012,193.364
2.979,0.701	213.287,0.010	0.878,40.090
79.612,0.205	0.021,1.298	0.021,9.218
367.040,0.015	0.155,111.575	7.536,111.575
1.318,2.191	120.623,0.110	120.623,7.253	0.034,145.020	3.120,145.020
47.385,0.094	47.385,5.054	0.077,139.488
1.525,2.447	84.977,0.033	0.016,182.927
121.471,0.338	0.275,175.644
12.764,0.027	12.764,2.157	0.004,83.065
134.429,0.447	5.302,193.426
131.573,0.089	0.121,114.924
45.002,0.448	0.058,619.098
0.211,0.118	0.003,10.225
0.771,0.272	65.443,0.003	0.064,23.143
3.873,0.047	120.289,0.047	0.166,66.541
1.244,6.769	105.026,0.074	0.102,386.904
0.388,4.634	28.758,0.092	0.004,245.539
110.938,0.109	0.313,57.892
28.758,0.171	28.758,6.333	0.005,245.539
0.593,2.344	54.351,0.031	0.006,89.271
1.240,0.241	79.142,0.005	0.028,23.972
78.590,0.237	0.011,389.326
1.112,0.069	68.889,0.014	1.112,5.083
2.849,1.484	138.210,0.024	0.481,56.447
239.449,0.015	239.449,1.128	0.039,72.797	2.954,72.797
3.519,0.082	91.426,0.082	0.125,22.271
44.173,0.023	44.173,0.973	0.048,84.319
20.651,0.219	20.651,4.231	0.005,175.094
0.253,0.988	18.581,0.051	18.581,2.202	0.004,42.711
0.923,0.351	63.463,0.013	0.013,19.623
82.129,0.011
267.898,0.047	0.834,58.360
86.038,0.628	0.019,6.007	0.019,420.919
26.552,0.106	0.025,8.210	0.025,382.610
298.471,0.174
104.672,0.111	0.015,200.381
146.478,0.015
47.165,0.048	0.073,264.586
1.805,0.970	97.370,0.018	0.337,85.570
0.862,2.690	47.359,0.081	0.010,85.831
9.318,0.027	44.794,0.027	0.201,76.576
257.840,0.011	0.142,54.186
84.136,0.035	0.044,69.552	1.180,69.552
21.964,0.016	21.964,0.856	0.007,69.588
186.762,0.013	0.055,16.733
85.427,0.872	0.028,36.468
161.180,0.258	0.889,216.789
2.893,0.805	60.266,0.011	0.032,72.922
0.002,73.849
18.290,0.056	0.014,1.760	0.014,75.298
2.112,2.112	118.960,0.169	0.077,204.712
94.144,0.020	0.075,1.883	0.075,54.540
0.995,2.890	90.715,0.051	0.024,70.504
287.074,0.030	0.267,101.000
1.140,1.794	85.552,0.054	0.017,132.293
75.428,0.115	0.020,386.906
106.016,0.004	0.123,14.490
0.426,0.051	32.759,0.005
78.309,0.324	0.022,20.296
104.832,0.007	0.104,17.142	2.118,17.142
78.846,0.017	0.351,50.376
0.554,0.083	32.342,0.001	0.554,2.749
58.250,0.052	0.013,132.085
96.763,0.012	0.128,39.544
138.790,0.024	0.063,80.588
3.044,0.477	227.150,0.007	0.033,14.208
13.019,0.027	0.014,44.584
130.138,0.201	0.093,458.973	1.680,458.973
232.025,0.143	0.084,81.416	3.562,81.416
231.244,0.216	0.079,795.589	4.968,12.958
11.054,0.284	0.002,149.177
118.201,0.080	0.413,202.074	33.384,7.193
4.284,0.495	427.279,0.020	427.279,1.449	0.044,36.302
24.187,0.191	0.203,116.808
143.768,0.186	0.346,267.123
278.867,0.012	2.299,39.083	3.681,39.083
30.532,0.958	0.007,245.185
45.438,0.010	0.041,28.423
81.758,1.612	0.037,174.334
54.209,0.070	0.647,110.477
2.775,0.008	64.401,0.008	0.038,25.675
203.324,0.045	0.041,340.337
147.642,2.210	0.135,453.604
1.072,3.828	24.242,0.101	0.016,360.120
1.378,0.515	114.175,0.006	0.015,38.450
261.049,0.127	0.772,49.572	8.066,49.572
6.106,0.051	108.156,0.051	6.106,2.388	108.156,2.388	0.066,115.869
3.143,0.159	106.196,0.009	1.118,10.998
225.578,0.479	0.636,71.377
0.563,0.720	30.940,0.032	30.940,3.161	0.006,71.954
3.383,2.002	92.619,0.133	0.105,96.294
3.156,1.918	240.220,0.043	0.134,90.003
3.610,0.128	83.658,0.002	3.610,7.550
3.597,0.224	295.551,0.224	0.067,181.452
27.267,0.079	27.267,2.502	0.018,72.279
2.810,0.209	132.536,0.209	0.030,468.251
129.472,0.006	0.179,31.205
1.647,3.738	122.391,3.738	0.032,79.714
4.503,0.093	138.920,0.093	0.048,269.144
63.822,0.169	0.409,274.858
0.541,2.719	53.991,0.032	0.010,121.280
0.286,0.406	0.004,172.407
1.695,2.100	84.279,0.024	0.017,200.189
0.028,127.040
0.016,92.582
1.202,1.457	46.825,0.078	0.042,90.726
2.634,0.043	219.068,0.043	0.078,360.443
0.937,0.375	61.428,0.018	0.047,35.088
10.422,0.123	0.022,128.259
2.575,0.054	96.455,0.054	0.054,39.352
409.893,0.011
71.476,3.601	0.014,291.732	1.364,291.732
1.533,0.310	107.410,0.004	0.023,17.308
81.303,0.049	0.310,95.470
2.371,0.336	141.742,0.005	0.056,26.287
14.543,0.606	0.004,335.409
0.623,1.022	13.731,0.011	0.064,76.584
0.663,0.803	30.729,0.010	0.023,25.826
75.319,1.507	75.319,4.237	0.020,179.110
54.898,0.180	0.303,192.049
0.186,0.472	18.593,0.005	0.004,23.496
0.881,1.370	83.147,0.030	0.081,62.923
0.001,35.823
1.384,0.514	107.337,0.014	0.023,34.547
79.796,0.023	0.015,130.366	0.998,130.366
2.534,0.671	107.337,0.008	0.035,34.547
110.709,0.063	0.017,3.981	0.017,235.779
3.017,0.017	99.846,0.017	0.055,75.399
1.472,3.623	91.135,2.901	0.015,122.114
1.420,0.675	34.813,0.010	0.110,47.421
1.441,0.582	61.042,0.007	0.020,29.955
71.264,0.011
122.566,0.053	122.566,3.126	0.045,238.965
35.045,0.209	0.007,49.966
1.335,0.148	110.828,0.004	0.094,9.270
0.151,345.049
4.023,0.207	99.459,0.207	0.095,84.492
378.991,0.001
110.345,0.630	0.123,304.739
0.545,0.551	30.220,0.034	0.112,48.485
118.809,0.026	118.809,2.302	0.092,198.191
83.262,0.004	0.018,18.939	1.757,18.939
1.675,0.046	48.973,0.046	1.675,1.053	48.973,1.053	0.043,61.546
316.555,0.114	0.095,4.393	0.095,103.688
47.326,0.028	47.326,1.462	0.019,112.554
83.165,0.131	83.165,3.982	4.279,236.306
0.479,1.533	24.000,0.115	0.008,115.701
37.852,0.061	0.006,4.859	0.006,72.171
2.383,0.277	196.611,0.005	0.034,20.342
1.593,0.748	60.763,0.009	0.020,63.166
1.593,0.748	60.763,0.009	0.020,63.166
0.905,0.553	90.004,0.021	0.031,28.955	3.074,28.955
1.585,1.358	88.662,0.017	0.020,46.641
2.744,0.399	95.871,0.399	0.119,760.130
690.924,0.468	0.154,4.772	0.154,99.331	10.315,9.749
45.311,0.011	0.031,75.742	3.024,75.742
284.557,0.004
555.712,0.013
155.144,0.011
2.034,0.351	166.944,0.004	0.075,18.075
117.763,0.065	1.376,192.134	41.644,2.954
0.024,352.333
42.831,0.209	0.110,107.978
1.035,0.031	26.245,0.031	0.014,83.960
1.842,0.026	59.102,0.001	1.842,1.920
0.001,124.851
55.785,0.056	0.017,4.938	0.017,205.177
5.257,0.066	93.709,0.066	0.513,5.199	0.513,146.795
1.271,0.928	103.527,0.014	0.013,48.028
175.459,0.184	0.908,209.049
1.008,1.696	85.779,0.194	0.128,109.830	10.861,12.538
0.593,1.485	40.781,0.348	0.011,74.698
0.818,0.761	48.083,0.016	0.031,57.293
1.879,0.737	165.058,0.016	0.031,57.750
4.137,1.293	133.985,0.016	0.125,105.629
65.756,0.048	65.756,0.819	0.026,54.770
0.020,151.485
2.114,0.005	105.939,0.005	2.114,0.427	105.939,0.427	0.060,33.781
0.108,7.932	0.002,100.839
0.009,0.841	0.009,46.772
2.126,1.031	152.154,0.157	0.058,75.726
0.130,0.762	9.922,0.467	0.002,64.639
100.938,0.132	0.118,189.551
1.209,1.169	66.455,0.081	0.077,95.400
7.528,2.757	150.722,0.846	0.086,97.235
214.096,0.022	0.180,48.571
37.920,0.381	0.020,73.734
381.020,0.060	0.461,86.461
111.520,0.237	0.720,222.097	11.986,11.338
127.344,0.031	127.344,1.179	0.068,81.942
1.559,3.487	18.511,0.046	0.072,164.409
662.135,0.004	0.231,24.747
3.745,0.218	230.753,0.013
1.518,0.018	109.324,0.018	0.016,1.148	0.016,49.892
32.616,0.010	0.009,24.585
50.551,0.065	0.041,3.053	0.041,225.657
56.131,0.152	0.069,556.535
2.332,0.720	40.793,0.010	0.034,20.031
176.435,0.070	0.093,62.280
2.331,0.039	216.224,0.039
2.963,2.523	99.635,0.033	0.032,115.034
2.283,0.084	166.961,0.084	2.283,4.786	166.961,4.786	0.031,68.113
1.001,0.080	87.242,0.002
145.394,0.006
0.029,60.035
0.700,3.454	65.705,0.075	0.018,136.425
132.243,0.003	0.100,19.783	3.216,19.783
87.457,0.972	0.149,154.483
85.054,0.236	0.010,109.069	0.897,109.069
30.221,0.026	30.221,1.245	0.105,30.055
201.287,0.013	0.307,64.662
11.488,0.173	0.040,140.178
2.295,0.795	134.833,0.025	0.034,63.800
101.590,0.509	0.031,5.514	0.031,216.150
127.843,0.024	127.843,1.263	0.031,64.856
30.972,0.052	0.007,3.925	0.007,78.630
0.569,2.343	56.531,0.307	0.029,132.878	2.904,132.878
27.443,0.063	0.090,63.901
206.489,0.182	0.059,63.319
17.620,0.009	0.071,41.512
48.717,0.049	48.717,1.578	0.013,102.791
243.112,0.330	0.154,234.505
2.643,0.167	186.420,0.167	0.087,5.969	0.087,399.309
3.115,0.831	99.734,0.831	0.259,152.452	8.301,16.826
0.595,4.135	41.766,0.064	0.014,176.571
40.424,0.607	0.009,5.025	0.009,264.331
522.778,0.003
0.601,1.830	29.026,0.024	0.008,88.693
6.041,0.691	413.469,0.010	0.083,35.889
180.213,0.045	0.094,3.283	0.094,142.896
206.076,0.004	0.351,20.213
3.195,0.390	36.698,0.005	0.143,27.246
2.520,2.059	55.454,0.029	0.136,53.605
1.396,0.737	93.390,0.015	0.021,59.578
74.340,0.007	0.152,50.510
3.079,0.148	248.616,0.148	3.079,2.835	248.616,2.835	0.078,97.834
172.691,0.114	0.031,307.702	2.580,307.702
5.514,0.036	96.820,0.036	5.514,2.343	96.820,2.343	0.072,117.719
296.105,0.113	0.052,5.748	3.852,5.748	0.052,50.960	3.852,50.960
0.115,0.874	0.001,42.772
5.261,1.307	107.120,0.055	0.390,102.940	7.945,4.312
128.368,0.170	128.368,8.677	0.127,280.196
3.129,0.039	88.833,0.039	0.033,132.698
110.718,0.142	0.017,239.333
122.086,0.174	122.086,5.285	0.050,105.033	1.404,105.033
237.516,0.488	0.176,176.020	3.970,26.682
10.623,0.040	10.623,1.786	0.002,175.808
0.085,5.968	7.223,0.100	0.001,251.987
184.745,0.131	0.091,80.976	3.412,80.976
0.707,1.448	68.243,0.025	0.008,138.689
140.171,1.424	0.053,354.897
0.166,1.335	7.424,1.335	0.008,85.513
1.226,0.620	61.683,0.027	0.571,33.394
0.233,1.024	0.101,78.869
256.618,0.679	0.038,40.196	3.335,40.196
189.440,0.011	0.183,44.300
82.139,0.133	82.139,4.972	0.052,194.498	1.677,194.498
105.303,0.212	0.092,240.232
0.380,0.070	21.862,0.070	0.025,3.240	0.025,289.789
333.821,0.347	0.261,158.816	5.564,158.816
64.492,0.021	64.492,1.388	0.249,122.919
104.265,0.134	0.030,72.761
228.259,0.202	0.580,462.615	4.194,7.890
201.650,0.055	201.650,1.596	0.237,116.272
1.385,4.882	117.582,0.050	0.190,93.456
57.649,0.077	57.649,3.555	0.012,284.395
13.787,0.732	0.020,133.857
1.115,1.637	78.132,0.027	0.030,98.767
0.838,1.721	27.936,0.121	0.046,74.341
4.349,0.071	199.926,0.071	0.046,127.517
167.399,0.910	0.051,39.339
2.464,4.325	144.603,0.104	0.030,171.909
1.686,0.199	144.846,0.002	0.018,11.732
2.832,0.026	227.633,0.026	0.038,102.911
156.872,0.054	0.056,119.599	2.294,119.599
2.119,6.292	126.172,0.659	0.058,320.674	3.465,320.674
1.731,0.464	76.741,0.022	0.021,31.976
26.147,0.042	0.241,109.579
23.894,0.275	0.008,300.882
0.085,120.331
1.105,0.649	37.507,0.012	0.167,40.978
84.756,0.207	84.756,3.932	0.678,117.077
202.715,4.452
0.279,0.173	23.001,0.002	0.009,13.210
57.714,0.519	0.667,5.961	0.667,235.977	7.764,20.537
104.318,0.284	2.723,97.577	20.651,12.865
1.753,376.496	61.703,47.250
224.902,0.059	1.307,120.238
110.564,0.043	0.160,110.354	2.317,110.354
342.898,0.415	342.898,6.576	0.050,109.152
0.988,0.856	92.710,0.013	0.019,10.086
87.273,0.084	0.113,107.270	9.677,7.783
120.596,0.049	0.087,193.652	2.601,193.652
2.929,1.017	206.801,0.012	0.033,82.730
40.407,0.092	0.008,69.368
2.400,0.543	63.772,0.007	0.033,36.513
72.742,1.043	0.026,503.992
1.226,0.184	47.670,0.004	0.024,16.262
77.679,0.042	0.019,180.841	0.887,180.841
0.002,217.738
471.143,0.002	0.128,7.008
268.673,0.045
88.243,0.024	0.013,104.998
0.753,5.552	55.627,0.127	0.035,454.225	2.551,454.225
12.904,1.466	0.720,478.962	12.904,25.769
141.880,0.817	1.370,122.200
24.028,0.033	24.028,0.908	0.005,86.227
28.004,0.129	0.006,514.721
8.719,0.022	392.541,0.022	0.089,111.700
0.174,0.883	10.680,0.018	0.014,75.929
88.629,0.046	0.576,69.930
367.583,0.510	0.125,20.424
0.624,1.452	29.663,0.044	0.023,133.500
0.902,0.003	87.516,0.003	0.016,15.200
699.484,0.051	0.281,3.518	0.281,16.523
2.157,3.846	55.118,0.061	0.027,193.453
183.594,0.036	1.852,192.598
97.402,0.770	0.041,91.019	1.665,91.019
1.605,0.086	131.778,0.086	0.023,87.759
271.116,0.047	1.003,4.294	1.003,193.133
0.201,252.388	7.718,7.361
139.820,0.157	0.029,3.743	0.029,102.494
189.880,3.999	0.034,151.370
40.333,0.907	0.089,529.685
333.759,0.190	0.221,114.270
